pairing,Conservative,Labour,Liberal Democrat,Brexit party,Democratic Unionist Party,Sinn Fein,Social Democratic & Labour Party,Alliance,Ulster Unionist Party,Scottish National Party,Green,Plaid Cymru
47057,3,0,1,0,0,0,0,0,0,0,0,0
47058,3,0,1,0,0,0,0,0,0,0,0,0
47059,3,0,1,0,0,0,0,0,0,0,0,0
47060,3,0,1,0,0,0,0,0,0,0,0,0
47061,3,0,1,0,0,0,0,0,0,0,0,0
47062,3,0,1,0,0,0,0,0,0,0,0,0
47063,3,0,1,0,0,0,0,0,0,0,0,0
47064,2,1,1,0,0,0,0,0,0,0,0,0
47065,3,0,1,0,0,0,0,0,0,0,0,0
47066,3,0,1,0,0,0,0,0,0,0,0,0
47067,3,0,1,0,0,0,0,0,0,0,0,0
47068,3,0,1,0,0,0,0,0,0,0,0,0
47069,3,0,1,0,0,0,0,0,0,0,0,0
47070,3,0,1,0,0,0,0,0,0,0,0,0
47071,3,0,1,0,0,0,0,0,0,0,0,0
47072,3,0,1,0,0,0,0,0,0,0,0,0
47073,3,0,1,0,0,0,0,0,0,0,0,0
47074,3,0,1,0,0,0,0,0,0,0,0,0
47075,2,1,1,0,0,0,0,0,0,0,0,0
47076,2,1,1,0,0,0,0,0,0,0,0,0
47077,3,0,1,0,0,0,0,0,0,0,0,0
47078,2,1,1,0,0,0,0,0,0,0,0,0
47079,3,0,1,0,0,0,0,0,0,0,0,0
47080,3,0,1,0,0,0,0,0,0,0,0,0
47081,3,0,1,0,0,0,0,0,0,0,0,0
47082,3,0,1,0,0,0,0,0,0,0,0,0
47083,3,0,1,0,0,0,0,0,0,0,0,0
47084,3,0,1,0,0,0,0,0,0,0,0,0
47085,2,1,1,0,0,0,0,0,0,0,0,0
47086,3,0,1,0,0,0,0,0,0,0,0,0
47087,3,0,1,0,0,0,0,0,0,0,0,0
47088,3,0,1,0,0,0,0,0,0,0,0,0
47089,3,0,1,0,0,0,0,0,0,0,0,0
47090,3,0,1,0,0,0,0,0,0,0,0,0
47091,3,0,1,0,0,0,0,0,0,0,0,0
47092,3,0,1,0,0,0,0,0,0,0,0,0
47093,3,0,1,0,0,0,0,0,0,0,0,0
47094,3,0,1,0,0,0,0,0,0,0,0,0
47095,2,1,1,0,0,0,0,0,0,0,0,0
47096,2,1,1,0,0,0,0,0,0,0,0,0
47097,3,0,1,0,0,0,0,0,0,0,0,0
47098,3,0,1,0,0,0,0,0,0,0,0,0
47099,3,0,1,0,0,0,0,0,0,0,0,0
47100,3,0,1,0,0,0,0,0,0,0,0,0
47101,3,0,1,0,0,0,0,0,0,0,0,0
47102,3,0,1,0,0,0,0,0,0,0,0,0
47103,3,0,1,0,0,0,0,0,0,0,0,0
47104,3,0,1,0,0,0,0,0,0,0,0,0
47105,2,1,1,0,0,0,0,0,0,0,0,0
47106,3,0,1,0,0,0,0,0,0,0,0,0
47107,3,0,1,0,0,0,0,0,0,0,0,0
47108,3,0,1,0,0,0,0,0,0,0,0,0
47109,3,0,1,0,0,0,0,0,0,0,0,0
47110,3,0,1,0,0,0,0,0,0,0,0,0
47111,3,0,1,0,0,0,0,0,0,0,0,0
47112,3,0,1,0,0,0,0,0,0,0,0,0
47113,3,0,1,0,0,0,0,0,0,0,0,0
47114,3,0,1,0,0,0,0,0,0,0,0,0
47115,2,1,1,0,0,0,0,0,0,0,0,0
47116,3,1,0,0,0,0,0,0,0,0,0,0
47117,2,1,1,0,0,0,0,0,0,0,0,0
47118,2,1,1,0,0,0,0,0,0,0,0,0
47119,3,1,0,0,0,0,0,0,0,0,0,0
47120,3,0,1,0,0,0,0,0,0,0,0,0
47121,2,1,1,0,0,0,0,0,0,0,0,0
47122,3,1,0,0,0,0,0,0,0,0,0,0
47123,3,1,0,0,0,0,0,0,0,0,0,0
47124,3,0,1,0,0,0,0,0,0,0,0,0
47125,3,0,1,0,0,0,0,0,0,0,0,0
47126,3,0,1,0,0,0,0,0,0,0,0,0
47127,3,0,1,0,0,0,0,0,0,0,0,0
47128,3,0,1,0,0,0,0,0,0,0,0,0
47129,3,1,0,0,0,0,0,0,0,0,0,0
47130,3,0,1,0,0,0,0,0,0,0,0,0
47131,3,0,1,0,0,0,0,0,0,0,0,0
47132,3,0,1,0,0,0,0,0,0,0,0,0
47133,2,1,1,0,0,0,0,0,0,0,0,0
47134,2,1,1,0,0,0,0,0,0,0,0,0
47135,3,0,1,0,0,0,0,0,0,0,0,0
47136,3,1,0,0,0,0,0,0,0,0,0,0
47137,3,0,1,0,0,0,0,0,0,0,0,0
47138,3,0,1,0,0,0,0,0,0,0,0,0
47139,3,0,1,0,0,0,0,0,0,0,0,0
47140,3,1,0,0,0,0,0,0,0,0,0,0
47141,3,0,1,0,0,0,0,0,0,0,0,0
47142,3,0,1,0,0,0,0,0,0,0,0,0
47143,3,0,1,0,0,0,0,0,0,0,0,0
47144,3,0,1,0,0,0,0,0,0,0,0,0
47145,3,0,1,0,0,0,0,0,0,0,0,0
47146,3,0,1,0,0,0,0,0,0,0,0,0
47147,3,0,1,0,0,0,0,0,0,0,0,0
47148,3,0,1,0,0,0,0,0,0,0,0,0
47149,3,0,1,0,0,0,0,0,0,0,0,0
47150,2,1,1,0,0,0,0,0,0,0,0,0
47151,2,1,1,0,0,0,0,0,0,0,0,0
47152,3,0,1,0,0,0,0,0,0,0,0,0
47153,2,1,1,0,0,0,0,0,0,0,0,0
47154,2,1,1,0,0,0,0,0,0,0,0,0
47155,3,0,1,0,0,0,0,0,0,0,0,0
47156,3,0,1,0,0,0,0,0,0,0,0,0
47157,2,1,1,0,0,0,0,0,0,0,0,0
47158,3,0,1,0,0,0,0,0,0,0,0,0
47159,3,0,1,0,0,0,0,0,0,0,0,0
47160,2,1,1,0,0,0,0,0,0,0,0,0
47161,3,0,1,0,0,0,0,0,0,0,0,0
47162,2,1,1,0,0,0,0,0,0,0,0,0
47163,3,0,1,0,0,0,0,0,0,0,0,0
47164,3,0,1,0,0,0,0,0,0,0,0,0
47165,3,0,1,0,0,0,0,0,0,0,0,0
47166,3,0,1,0,0,0,0,0,0,0,0,0
47167,3,0,1,0,0,0,0,0,0,0,0,0
47168,3,0,1,0,0,0,0,0,0,0,0,0
47169,3,0,1,0,0,0,0,0,0,0,0,0
47170,3,0,1,0,0,0,0,0,0,0,0,0
47171,3,0,1,0,0,0,0,0,0,0,0,0
47172,3,0,1,0,0,0,0,0,0,0,0,0
47173,2,1,1,0,0,0,0,0,0,0,0,0
47174,2,1,1,0,0,0,0,0,0,0,0,0
47175,3,0,1,0,0,0,0,0,0,0,0,0
47176,2,1,1,0,0,0,0,0,0,0,0,0
47177,2,1,1,0,0,0,0,0,0,0,0,0
47178,3,0,1,0,0,0,0,0,0,0,0,0
47179,2,1,1,0,0,0,0,0,0,0,0,0
47180,3,0,1,0,0,0,0,0,0,0,0,0
47181,3,0,1,0,0,0,0,0,0,0,0,0
47182,2,1,1,0,0,0,0,0,0,0,0,0
47183,3,0,1,0,0,0,0,0,0,0,0,0
47184,3,1,0,0,0,0,0,0,0,0,0,0
47185,3,0,1,0,0,0,0,0,0,0,0,0
47186,3,0,1,0,0,0,0,0,0,0,0,0
47187,3,0,1,0,0,0,0,0,0,0,0,0
47188,3,0,1,0,0,0,0,0,0,0,0,0
47189,3,0,1,0,0,0,0,0,0,0,0,0
47190,3,0,1,0,0,0,0,0,0,0,0,0
47191,2,1,1,0,0,0,0,0,0,0,0,0
47192,3,0,1,0,0,0,0,0,0,0,0,0
47193,2,0,2,0,0,0,0,0,0,0,0,0
47194,2,1,1,0,0,0,0,0,0,0,0,0
47195,2,1,1,0,0,0,0,0,0,0,0,0
47196,3,0,1,0,0,0,0,0,0,0,0,0
47197,3,0,1,0,0,0,0,0,0,0,0,0
47198,3,0,1,0,0,0,0,0,0,0,0,0
47199,3,0,1,0,0,0,0,0,0,0,0,0
47200,3,0,1,0,0,0,0,0,0,0,0,0
47201,3,0,1,0,0,0,0,0,0,0,0,0
47202,3,0,1,0,0,0,0,0,0,0,0,0
47203,3,0,1,0,0,0,0,0,0,0,0,0
47204,3,0,1,0,0,0,0,0,0,0,0,0
47205,3,0,1,0,0,0,0,0,0,0,0,0
47206,3,0,1,0,0,0,0,0,0,0,0,0
47207,3,0,1,0,0,0,0,0,0,0,0,0
47208,2,1,1,0,0,0,0,0,0,0,0,0
47209,3,0,1,0,0,0,0,0,0,0,0,0
47210,3,0,1,0,0,0,0,0,0,0,0,0
47211,3,0,1,0,0,0,0,0,0,0,0,0
47212,3,0,1,0,0,0,0,0,0,0,0,0
47213,3,0,1,0,0,0,0,0,0,0,0,0
47214,3,0,1,0,0,0,0,0,0,0,0,0
47215,3,0,1,0,0,0,0,0,0,0,0,0
47216,3,0,1,0,0,0,0,0,0,0,0,0
47217,3,0,1,0,0,0,0,0,0,0,0,0
47218,2,1,1,0,0,0,0,0,0,0,0,0
47219,2,1,1,0,0,0,0,0,0,0,0,0
47220,2,1,1,0,0,0,0,0,0,0,0,0
47221,2,1,1,0,0,0,0,0,0,0,0,0
47222,3,0,1,0,0,0,0,0,0,0,0,0
47223,2,1,1,0,0,0,0,0,0,0,0,0
47224,2,1,1,0,0,0,0,0,0,0,0,0
47225,3,0,1,0,0,0,0,0,0,0,0,0
47226,2,1,1,0,0,0,0,0,0,0,0,0
47227,2,1,1,0,0,0,0,0,0,0,0,0
47228,2,1,1,0,0,0,0,0,0,0,0,0
47229,3,1,0,0,0,0,0,0,0,0,0,0
47230,3,0,1,0,0,0,0,0,0,0,0,0
47231,3,0,1,0,0,0,0,0,0,0,0,0
47232,3,0,1,0,0,0,0,0,0,0,0,0
47233,3,0,1,0,0,0,0,0,0,0,0,0
47234,3,0,1,0,0,0,0,0,0,0,0,0
47235,3,0,1,0,0,0,0,0,0,0,0,0
47236,2,1,1,0,0,0,0,0,0,0,0,0
47237,3,0,1,0,0,0,0,0,0,0,0,0
47238,3,0,1,0,0,0,0,0,0,0,0,0
47239,3,0,1,0,0,0,0,0,0,0,0,0
47240,2,1,1,0,0,0,0,0,0,0,0,0
47241,2,1,1,0,0,0,0,0,0,0,0,0
47242,3,0,1,0,0,0,0,0,0,0,0,0
47243,3,0,1,0,0,0,0,0,0,0,0,0
47244,2,1,1,0,0,0,0,0,0,0,0,0
47245,3,0,1,0,0,0,0,0,0,0,0,0
47246,3,0,1,0,0,0,0,0,0,0,0,0
47247,3,0,1,0,0,0,0,0,0,0,0,0
47248,3,0,1,0,0,0,0,0,0,0,0,0
47249,3,0,1,0,0,0,0,0,0,0,0,0
47250,3,0,1,0,0,0,0,0,0,0,0,0
47251,3,1,0,0,0,0,0,0,0,0,0,0
47252,3,0,1,0,0,0,0,0,0,0,0,0
47253,3,0,1,0,0,0,0,0,0,0,0,0
47254,3,0,1,0,0,0,0,0,0,0,0,0
47255,3,0,1,0,0,0,0,0,0,0,0,0
47256,3,0,1,0,0,0,0,0,0,0,0,0
47257,3,0,1,0,0,0,0,0,0,0,0,0
47258,3,0,1,0,0,0,0,0,0,0,0,0
47259,3,0,1,0,0,0,0,0,0,0,0,0
47260,2,0,2,0,0,0,0,0,0,0,0,0
47261,3,0,1,0,0,0,0,0,0,0,0,0
47262,2,1,1,0,0,0,0,0,0,0,0,0
47263,2,1,1,0,0,0,0,0,0,0,0,0
47264,3,0,1,0,0,0,0,0,0,0,0,0
47265,3,0,1,0,0,0,0,0,0,0,0,0
47266,3,0,1,0,0,0,0,0,0,0,0,0
47267,3,0,1,0,0,0,0,0,0,0,0,0
47268,3,0,1,0,0,0,0,0,0,0,0,0
47269,3,0,1,0,0,0,0,0,0,0,0,0
47270,3,0,1,0,0,0,0,0,0,0,0,0
47271,2,1,1,0,0,0,0,0,0,0,0,0
47272,3,0,1,0,0,0,0,0,0,0,0,0
47273,3,0,1,0,0,0,0,0,0,0,0,0
47274,3,0,1,0,0,0,0,0,0,0,0,0
47275,3,0,1,0,0,0,0,0,0,0,0,0
47276,3,0,1,0,0,0,0,0,0,0,0,0
47277,3,0,1,0,0,0,0,0,0,0,0,0
47278,3,0,1,0,0,0,0,0,0,0,0,0
47279,2,0,2,0,0,0,0,0,0,0,0,0
47280,3,0,1,0,0,0,0,0,0,0,0,0
47281,2,1,1,0,0,0,0,0,0,0,0,0
47282,2,1,1,0,0,0,0,0,0,0,0,0
47283,2,1,1,0,0,0,0,0,0,0,0,0
47284,3,0,1,0,0,0,0,0,0,0,0,0
47285,3,0,1,0,0,0,0,0,0,0,0,0
47286,3,0,1,0,0,0,0,0,0,0,0,0
47287,3,0,1,0,0,0,0,0,0,0,0,0
47288,3,0,1,0,0,0,0,0,0,0,0,0
47289,3,0,1,0,0,0,0,0,0,0,0,0
47290,3,0,1,0,0,0,0,0,0,0,0,0
47291,2,1,1,0,0,0,0,0,0,0,0,0
47292,3,0,1,0,0,0,0,0,0,0,0,0
47293,3,0,1,0,0,0,0,0,0,0,0,0
47294,3,0,1,0,0,0,0,0,0,0,0,0
47295,3,0,1,0,0,0,0,0,0,0,0,0
47296,3,0,1,0,0,0,0,0,0,0,0,0
47297,3,0,1,0,0,0,0,0,0,0,0,0
47298,2,1,1,0,0,0,0,0,0,0,0,0
47299,2,1,1,0,0,0,0,0,0,0,0,0
47300,2,2,0,0,0,0,0,0,0,0,0,0
47301,2,1,1,0,0,0,0,0,0,0,0,0
47302,2,1,1,0,0,0,0,0,0,0,0,0
47303,2,1,1,0,0,0,0,0,0,0,0,0
47304,2,1,1,0,0,0,0,0,0,0,0,0
47305,2,1,1,0,0,0,0,0,0,0,0,0
47306,2,1,1,0,0,0,0,0,0,0,0,0
47307,2,1,1,0,0,0,0,0,0,0,0,0
47308,2,1,1,0,0,0,0,0,0,0,0,0
47309,3,1,0,0,0,0,0,0,0,0,0,0
47310,2,1,1,0,0,0,0,0,0,0,0,0
47311,2,1,1,0,0,0,0,0,0,0,0,0
47312,2,1,1,0,0,0,0,0,0,0,0,0
47313,2,1,1,0,0,0,0,0,0,0,0,0
47314,2,1,1,0,0,0,0,0,0,0,0,0
47315,2,1,1,0,0,0,0,0,0,0,0,0
47316,3,0,1,0,0,0,0,0,0,0,0,0
47317,2,1,1,0,0,0,0,0,0,0,0,0
47318,2,1,1,0,0,0,0,0,0,0,0,0
47319,3,0,1,0,0,0,0,0,0,0,0,0
47320,2,1,1,0,0,0,0,0,0,0,0,0
47321,2,1,1,0,0,0,0,0,0,0,0,0
47322,2,1,1,0,0,0,0,0,0,0,0,0
47323,2,1,1,0,0,0,0,0,0,0,0,0
47324,2,1,1,0,0,0,0,0,0,0,0,0
47325,2,1,1,0,0,0,0,0,0,0,0,0
47326,3,0,1,0,0,0,0,0,0,0,0,0
47327,3,0,1,0,0,0,0,0,0,0,0,0
47328,3,0,1,0,0,0,0,0,0,0,0,0
47329,3,0,1,0,0,0,0,0,0,0,0,0
47330,3,0,1,0,0,0,0,0,0,0,0,0
47331,2,1,1,0,0,0,0,0,0,0,0,0
47332,3,0,1,0,0,0,0,0,0,0,0,0
47333,2,1,1,0,0,0,0,0,0,0,0,0
47334,2,1,1,0,0,0,0,0,0,0,0,0
47335,3,0,1,0,0,0,0,0,0,0,0,0
47336,2,1,1,0,0,0,0,0,0,0,0,0
47337,3,0,1,0,0,0,0,0,0,0,0,0
47338,3,0,1,0,0,0,0,0,0,0,0,0
47339,3,0,1,0,0,0,0,0,0,0,0,0
47340,2,1,1,0,0,0,0,0,0,0,0,0
47341,3,0,1,0,0,0,0,0,0,0,0,0
47342,3,0,1,0,0,0,0,0,0,0,0,0
47343,2,1,1,0,0,0,0,0,0,0,0,0
47344,3,0,1,0,0,0,0,0,0,0,0,0
47345,2,1,1,0,0,0,0,0,0,0,0,0
47346,3,0,1,0,0,0,0,0,0,0,0,0
47347,3,0,1,0,0,0,0,0,0,0,0,0
47348,3,0,1,0,0,0,0,0,0,0,0,0
47349,3,0,1,0,0,0,0,0,0,0,0,0
47350,3,0,1,0,0,0,0,0,0,0,0,0
47351,3,0,1,0,0,0,0,0,0,0,0,0
47352,2,1,1,0,0,0,0,0,0,0,0,0
47353,3,0,1,0,0,0,0,0,0,0,0,0
47354,2,1,1,0,0,0,0,0,0,0,0,0
47355,2,1,1,0,0,0,0,0,0,0,0,0
47356,2,1,1,0,0,0,0,0,0,0,0,0
47357,3,0,1,0,0,0,0,0,0,0,0,0
47358,2,1,1,0,0,0,0,0,0,0,0,0
47359,3,0,1,0,0,0,0,0,0,0,0,0
47360,3,0,1,0,0,0,0,0,0,0,0,0
47361,2,1,1,0,0,0,0,0,0,0,0,0
47362,2,1,1,0,0,0,0,0,0,0,0,0
47363,2,1,1,0,0,0,0,0,0,0,0,0
47364,2,1,1,0,0,0,0,0,0,0,0,0
47365,3,1,0,0,0,0,0,0,0,0,0,0
47366,3,0,1,0,0,0,0,0,0,0,0,0
47367,3,0,1,0,0,0,0,0,0,0,0,0
47368,3,0,1,0,0,0,0,0,0,0,0,0
47369,3,0,1,0,0,0,0,0,0,0,0,0
47370,3,0,1,0,0,0,0,0,0,0,0,0
47371,2,1,1,0,0,0,0,0,0,0,0,0
47372,3,0,1,0,0,0,0,0,0,0,0,0
47373,3,0,1,0,0,0,0,0,0,0,0,0
47374,2,1,1,0,0,0,0,0,0,0,0,0
47375,2,1,1,0,0,0,0,0,0,0,0,0
47376,3,0,1,0,0,0,0,0,0,0,0,0
47377,2,1,1,0,0,0,0,0,0,0,0,0
47378,2,1,1,0,0,0,0,0,0,0,0,0
47379,3,0,1,0,0,0,0,0,0,0,0,0
47380,3,0,1,0,0,0,0,0,0,0,0,0
47381,3,0,1,0,0,0,0,0,0,0,0,0
47382,2,1,1,0,0,0,0,0,0,0,0,0
47383,2,1,1,0,0,0,0,0,0,0,0,0
47384,3,0,1,0,0,0,0,0,0,0,0,0
47385,3,0,1,0,0,0,0,0,0,0,0,0
47386,3,0,1,0,0,0,0,0,0,0,0,0
47387,3,0,1,0,0,0,0,0,0,0,0,0
47388,3,0,1,0,0,0,0,0,0,0,0,0
47389,3,0,1,0,0,0,0,0,0,0,0,0
47390,3,0,1,0,0,0,0,0,0,0,0,0
47391,2,1,1,0,0,0,0,0,0,0,0,0
47392,2,1,1,0,0,0,0,0,0,0,0,0
47393,2,1,1,0,0,0,0,0,0,0,0,0
47394,3,0,1,0,0,0,0,0,0,0,0,0
47395,3,0,1,0,0,0,0,0,0,0,0,0
47396,3,0,1,0,0,0,0,0,0,0,0,0
47397,3,0,1,0,0,0,0,0,0,0,0,0
47398,2,1,1,0,0,0,0,0,0,0,0,0
47399,2,1,1,0,0,0,0,0,0,0,0,0
47400,3,0,1,0,0,0,0,0,0,0,0,0
47401,3,0,1,0,0,0,0,0,0,0,0,0
47402,3,0,1,0,0,0,0,0,0,0,0,0
47403,3,0,1,0,0,0,0,0,0,0,0,0
47404,3,0,1,0,0,0,0,0,0,0,0,0
47405,3,0,1,0,0,0,0,0,0,0,0,0
47406,2,1,1,0,0,0,0,0,0,0,0,0
47407,2,1,1,0,0,0,0,0,0,0,0,0
47408,2,2,0,0,0,0,0,0,0,0,0,0
47409,2,1,1,0,0,0,0,0,0,0,0,0
47410,3,0,1,0,0,0,0,0,0,0,0,0
47411,2,1,1,0,0,0,0,0,0,0,0,0
47412,2,1,1,0,0,0,0,0,0,0,0,0
47413,2,1,1,0,0,0,0,0,0,0,0,0
47414,3,1,0,0,0,0,0,0,0,0,0,0
47415,3,0,1,0,0,0,0,0,0,0,0,0
47416,3,0,1,0,0,0,0,0,0,0,0,0
47417,3,0,1,0,0,0,0,0,0,0,0,0
47418,3,0,1,0,0,0,0,0,0,0,0,0
47419,3,0,1,0,0,0,0,0,0,0,0,0
47420,3,0,1,0,0,0,0,0,0,0,0,0
47421,3,0,1,0,0,0,0,0,0,0,0,0
47422,3,0,1,0,0,0,0,0,0,0,0,0
47423,2,1,1,0,0,0,0,0,0,0,0,0
47424,2,1,1,0,0,0,0,0,0,0,0,0
47425,3,0,1,0,0,0,0,0,0,0,0,0
47426,3,0,1,0,0,0,0,0,0,0,0,0
47427,3,0,1,0,0,0,0,0,0,0,0,0
47428,3,0,1,0,0,0,0,0,0,0,0,0
47429,3,0,1,0,0,0,0,0,0,0,0,0
47430,3,0,1,0,0,0,0,0,0,0,0,0
47431,3,0,1,0,0,0,0,0,0,0,0,0
47432,3,0,1,0,0,0,0,0,0,0,0,0
47433,3,0,1,0,0,0,0,0,0,0,0,0
47434,2,1,1,0,0,0,0,0,0,0,0,0
47435,3,0,1,0,0,0,0,0,0,0,0,0
47436,3,0,1,0,0,0,0,0,0,0,0,0
47437,3,0,1,0,0,0,0,0,0,0,0,0
47438,3,0,1,0,0,0,0,0,0,0,0,0
47439,3,0,1,0,0,0,0,0,0,0,0,0
47440,3,0,1,0,0,0,0,0,0,0,0,0
47441,3,0,1,0,0,0,0,0,0,0,0,0
47442,3,0,1,0,0,0,0,0,0,0,0,0
47443,3,0,1,0,0,0,0,0,0,0,0,0
47444,3,0,1,0,0,0,0,0,0,0,0,0
47445,2,1,1,0,0,0,0,0,0,0,0,0
47446,2,1,1,0,0,0,0,0,0,0,0,0
47447,3,0,1,0,0,0,0,0,0,0,0,0
47448,2,1,1,0,0,0,0,0,0,0,0,0
47449,3,0,1,0,0,0,0,0,0,0,0,0
47450,2,1,1,0,0,0,0,0,0,0,0,0
47451,2,1,1,0,0,0,0,0,0,0,0,0
47452,3,0,1,0,0,0,0,0,0,0,0,0
47453,3,0,1,0,0,0,0,0,0,0,0,0
47454,2,1,1,0,0,0,0,0,0,0,0,0
47455,3,0,1,0,0,0,0,0,0,0,0,0
47456,3,0,1,0,0,0,0,0,0,0,0,0
47457,3,0,1,0,0,0,0,0,0,0,0,0
47458,3,0,1,0,0,0,0,0,0,0,0,0
47459,3,0,1,0,0,0,0,0,0,0,0,0
47460,2,1,1,0,0,0,0,0,0,0,0,0
47461,3,0,1,0,0,0,0,0,0,0,0,0
47462,3,0,1,0,0,0,0,0,0,0,0,0
47463,2,1,1,0,0,0,0,0,0,0,0,0
47464,2,1,1,0,0,0,0,0,0,0,0,0
47465,3,0,1,0,0,0,0,0,0,0,0,0
47466,3,0,1,0,0,0,0,0,0,0,0,0
47467,3,0,1,0,0,0,0,0,0,0,0,0
47468,3,0,1,0,0,0,0,0,0,0,0,0
47469,3,0,1,0,0,0,0,0,0,0,0,0
47470,3,0,1,0,0,0,0,0,0,0,0,0
47471,3,0,1,0,0,0,0,0,0,0,0,0
47472,2,1,1,0,0,0,0,0,0,0,0,0
47473,3,0,1,0,0,0,0,0,0,0,0,0
47474,3,0,1,0,0,0,0,0,0,0,0,0
47475,3,0,1,0,0,0,0,0,0,0,0,0
47476,3,0,1,0,0,0,0,0,0,0,0,0
47477,3,0,1,0,0,0,0,0,0,0,0,0
47478,3,0,1,0,0,0,0,0,0,0,0,0
47479,3,0,1,0,0,0,0,0,0,0,0,0
47480,3,0,1,0,0,0,0,0,0,0,0,0
47481,3,0,1,0,0,0,0,0,0,0,0,0
47482,3,0,1,0,0,0,0,0,0,0,0,0
47483,3,0,1,0,0,0,0,0,0,0,0,0
47484,2,1,1,0,0,0,0,0,0,0,0,0
47485,2,1,1,0,0,0,0,0,0,0,0,0
47486,3,0,1,0,0,0,0,0,0,0,0,0
47487,3,0,1,0,0,0,0,0,0,0,0,0
47488,3,0,1,0,0,0,0,0,0,0,0,0
47489,3,0,1,0,0,0,0,0,0,0,0,0
47490,3,0,1,0,0,0,0,0,0,0,0,0
47491,3,0,1,0,0,0,0,0,0,0,0,0
47492,3,0,1,0,0,0,0,0,0,0,0,0
47493,3,0,1,0,0,0,0,0,0,0,0,0
47494,3,0,1,0,0,0,0,0,0,0,0,0
47495,3,0,1,0,0,0,0,0,0,0,0,0
47496,3,0,1,0,0,0,0,0,0,0,0,0
47497,3,0,1,0,0,0,0,0,0,0,0,0
47498,3,0,1,0,0,0,0,0,0,0,0,0
47499,3,0,1,0,0,0,0,0,0,0,0,0
47500,3,0,1,0,0,0,0,0,0,0,0,0
47501,3,0,1,0,0,0,0,0,0,0,0,0
47502,3,0,1,0,0,0,0,0,0,0,0,0
47503,3,0,1,0,0,0,0,0,0,0,0,0
47504,2,0,2,0,0,0,0,0,0,0,0,0
47505,2,1,1,0,0,0,0,0,0,0,0,0
47506,2,1,1,0,0,0,0,0,0,0,0,0
47507,3,0,1,0,0,0,0,0,0,0,0,0
47508,3,0,1,0,0,0,0,0,0,0,0,0
47509,3,0,1,0,0,0,0,0,0,0,0,0
47510,3,0,1,0,0,0,0,0,0,0,0,0
47511,3,0,1,0,0,0,0,0,0,0,0,0
47512,3,0,1,0,0,0,0,0,0,0,0,0
47513,3,0,1,0,0,0,0,0,0,0,0,0
47514,3,0,1,0,0,0,0,0,0,0,0,0
47515,3,0,1,0,0,0,0,0,0,0,0,0
47516,3,0,1,0,0,0,0,0,0,0,0,0
47517,3,0,1,0,0,0,0,0,0,0,0,0
47518,3,0,1,0,0,0,0,0,0,0,0,0
47519,3,0,1,0,0,0,0,0,0,0,0,0
47520,3,0,1,0,0,0,0,0,0,0,0,0
47521,3,0,1,0,0,0,0,0,0,0,0,0
47522,3,0,1,0,0,0,0,0,0,0,0,0
47523,3,0,1,0,0,0,0,0,0,0,0,0
47524,3,0,1,0,0,0,0,0,0,0,0,0
47525,2,0,2,0,0,0,0,0,0,0,0,0
47526,2,1,1,0,0,0,0,0,0,0,0,0
47527,2,1,1,0,0,0,0,0,0,0,0,0
47528,3,0,1,0,0,0,0,0,0,0,0,0
47529,3,0,1,0,0,0,0,0,0,0,0,0
47530,3,0,1,0,0,0,0,0,0,0,0,0
47531,3,0,1,0,0,0,0,0,0,0,0,0
47532,3,0,1,0,0,0,0,0,0,0,0,0
47533,3,0,1,0,0,0,0,0,0,0,0,0
47534,3,0,1,0,0,0,0,0,0,0,0,0
47535,3,0,1,0,0,0,0,0,0,0,0,0
47536,3,0,1,0,0,0,0,0,0,0,0,0
47537,3,0,1,0,0,0,0,0,0,0,0,0
47538,3,0,1,0,0,0,0,0,0,0,0,0
47539,3,0,1,0,0,0,0,0,0,0,0,0
47540,3,0,1,0,0,0,0,0,0,0,0,0
47541,3,0,1,0,0,0,0,0,0,0,0,0
47542,3,0,1,0,0,0,0,0,0,0,0,0
47543,2,0,2,0,0,0,0,0,0,0,0,0
47544,2,1,1,0,0,0,0,0,0,0,0,0
47545,2,1,1,0,0,0,0,0,0,0,0,0
47546,3,0,1,0,0,0,0,0,0,0,0,0
47547,3,0,1,0,0,0,0,0,0,0,0,0
47548,3,0,1,0,0,0,0,0,0,0,0,0
47549,3,0,1,0,0,0,0,0,0,0,0,0
47550,3,0,1,0,0,0,0,0,0,0,0,0
47551,3,0,1,0,0,0,0,0,0,0,0,0
47552,3,0,1,0,0,0,0,0,0,0,0,0
47553,3,0,1,0,0,0,0,0,0,0,0,0
47554,3,0,1,0,0,0,0,0,0,0,0,0
47555,3,0,1,0,0,0,0,0,0,0,0,0
47556,3,0,1,0,0,0,0,0,0,0,0,0
47557,3,0,1,0,0,0,0,0,0,0,0,0
47558,3,0,1,0,0,0,0,0,0,0,0,0
47559,3,0,1,0,0,0,0,0,0,0,0,0
47560,3,0,1,0,0,0,0,0,0,0,0,0
47561,3,0,1,0,0,0,0,0,0,0,0,0
47562,2,0,2,0,0,0,0,0,0,0,0,0
47563,2,1,1,0,0,0,0,0,0,0,0,0
47564,2,1,1,0,0,0,0,0,0,0,0,0
47565,3,0,1,0,0,0,0,0,0,0,0,0
47566,3,0,1,0,0,0,0,0,0,0,0,0
47567,3,0,1,0,0,0,0,0,0,0,0,0
47568,3,0,1,0,0,0,0,0,0,0,0,0
47569,3,0,1,0,0,0,0,0,0,0,0,0
47570,3,0,1,0,0,0,0,0,0,0,0,0
