pairing,Conservative,Labour,Liberal Democrat,Brexit party,Democratic Unionist Party,Sinn Fein,Social Democratic & Labour Party,Alliance,Ulster Unionist Party,Scottish National Party,Green,Plaid Cymru
22173,2,2,0,0,0,0,0,0,0,0,0,0
22174,2,2,0,0,0,0,0,0,0,0,0,0
22175,2,2,0,0,0,0,0,0,0,0,0,0
22176,2,2,0,0,0,0,0,0,0,0,0,0
22177,2,2,0,0,0,0,0,0,0,0,0,0
22178,2,2,0,0,0,0,0,0,0,0,0,0
22179,2,2,0,0,0,0,0,0,0,0,0,0
22180,2,2,0,0,0,0,0,0,0,0,0,0
22181,2,2,0,0,0,0,0,0,0,0,0,0
22182,2,2,0,0,0,0,0,0,0,0,0,0
22183,2,2,0,0,0,0,0,0,0,0,0,0
22184,2,2,0,0,0,0,0,0,0,0,0,0
22185,3,1,0,0,0,0,0,0,0,0,0,0
22186,2,2,0,0,0,0,0,0,0,0,0,0
22187,2,2,0,0,0,0,0,0,0,0,0,0
22188,2,2,0,0,0,0,0,0,0,0,0,0
22189,2,2,0,0,0,0,0,0,0,0,0,0
22190,2,2,0,0,0,0,0,0,0,0,0,0
22191,2,2,0,0,0,0,0,0,0,0,0,0
22192,2,2,0,0,0,0,0,0,0,0,0,0
22193,2,2,0,0,0,0,0,0,0,0,0,0
22194,2,2,0,0,0,0,0,0,0,0,0,0
22195,2,2,0,0,0,0,0,0,0,0,0,0
22196,2,2,0,0,0,0,0,0,0,0,0,0
22197,2,2,0,0,0,0,0,0,0,0,0,0
22198,2,2,0,0,0,0,0,0,0,0,0,0
22199,2,2,0,0,0,0,0,0,0,0,0,0
22200,2,2,0,0,0,0,0,0,0,0,0,0
22201,3,1,0,0,0,0,0,0,0,0,0,0
22202,2,2,0,0,0,0,0,0,0,0,0,0
22203,2,2,0,0,0,0,0,0,0,0,0,0
22204,2,2,0,0,0,0,0,0,0,0,0,0
22205,2,2,0,0,0,0,0,0,0,0,0,0
22206,2,2,0,0,0,0,0,0,0,0,0,0
22207,2,2,0,0,0,0,0,0,0,0,0,0
22208,2,2,0,0,0,0,0,0,0,0,0,0
22209,2,2,0,0,0,0,0,0,0,0,0,0
22210,2,2,0,0,0,0,0,0,0,0,0,0
22211,3,1,0,0,0,0,0,0,0,0,0,0
22212,2,2,0,0,0,0,0,0,0,0,0,0
22213,2,2,0,0,0,0,0,0,0,0,0,0
22214,2,2,0,0,0,0,0,0,0,0,0,0
22215,2,2,0,0,0,0,0,0,0,0,0,0
22216,2,2,0,0,0,0,0,0,0,0,0,0
22217,2,2,0,0,0,0,0,0,0,0,0,0
22218,2,2,0,0,0,0,0,0,0,0,0,0
22219,2,2,0,0,0,0,0,0,0,0,0,0
22220,2,2,0,0,0,0,0,0,0,0,0,0
22221,2,2,0,0,0,0,0,0,0,0,0,0
22222,2,2,0,0,0,0,0,0,0,0,0,0
22223,2,2,0,0,0,0,0,0,0,0,0,0
22224,2,2,0,0,0,0,0,0,0,0,0,0
22225,2,2,0,0,0,0,0,0,0,0,0,0
22226,2,2,0,0,0,0,0,0,0,0,0,0
22227,2,2,0,0,0,0,0,0,0,0,0,0
22228,2,2,0,0,0,0,0,0,0,0,0,0
22229,2,2,0,0,0,0,0,0,0,0,0,0
22230,2,2,0,0,0,0,0,0,0,0,0,0
22231,2,2,0,0,0,0,0,0,0,0,0,0
22232,2,2,0,0,0,0,0,0,0,0,0,0
22233,2,2,0,0,0,0,0,0,0,0,0,0
22234,2,2,0,0,0,0,0,0,0,0,0,0
22235,2,2,0,0,0,0,0,0,0,0,0,0
22236,2,2,0,0,0,0,0,0,0,0,0,0
22237,2,2,0,0,0,0,0,0,0,0,0,0
22238,2,2,0,0,0,0,0,0,0,0,0,0
22239,2,2,0,0,0,0,0,0,0,0,0,0
22240,2,2,0,0,0,0,0,0,0,0,0,0
22241,2,2,0,0,0,0,0,0,0,0,0,0
22242,2,2,0,0,0,0,0,0,0,0,0,0
22243,2,2,0,0,0,0,0,0,0,0,0,0
22244,2,2,0,0,0,0,0,0,0,0,0,0
22245,2,2,0,0,0,0,0,0,0,0,0,0
22246,2,2,0,0,0,0,0,0,0,0,0,0
22247,2,2,0,0,0,0,0,0,0,0,0,0
22248,2,2,0,0,0,0,0,0,0,0,0,0
22249,2,2,0,0,0,0,0,0,0,0,0,0
22250,2,2,0,0,0,0,0,0,0,0,0,0
22251,2,2,0,0,0,0,0,0,0,0,0,0
22252,2,2,0,0,0,0,0,0,0,0,0,0
22253,2,2,0,0,0,0,0,0,0,0,0,0
22254,2,2,0,0,0,0,0,0,0,0,0,0
22255,2,2,0,0,0,0,0,0,0,0,0,0
22256,2,2,0,0,0,0,0,0,0,0,0,0
22257,2,2,0,0,0,0,0,0,0,0,0,0
22258,2,2,0,0,0,0,0,0,0,0,0,0
22259,2,2,0,0,0,0,0,0,0,0,0,0
22260,2,2,0,0,0,0,0,0,0,0,0,0
22261,2,2,0,0,0,0,0,0,0,0,0,0
22262,2,2,0,0,0,0,0,0,0,0,0,0
22263,1,3,0,0,0,0,0,0,0,0,0,0
22264,2,2,0,0,0,0,0,0,0,0,0,0
22265,2,2,0,0,0,0,0,0,0,0,0,0
22266,2,2,0,0,0,0,0,0,0,0,0,0
22267,1,3,0,0,0,0,0,0,0,0,0,0
22268,2,2,0,0,0,0,0,0,0,0,0,0
22269,2,2,0,0,0,0,0,0,0,0,0,0
22270,1,3,0,0,0,0,0,0,0,0,0,0
22271,1,3,0,0,0,0,0,0,0,0,0,0
22272,1,3,0,0,0,0,0,0,0,0,0,0
22273,1,3,0,0,0,0,0,0,0,0,0,0
22274,2,2,0,0,0,0,0,0,0,0,0,0
22275,2,2,0,0,0,0,0,0,0,0,0,0
22276,2,2,0,0,0,0,0,0,0,0,0,0
22277,2,2,0,0,0,0,0,0,0,0,0,0
22278,2,2,0,0,0,0,0,0,0,0,0,0
22279,2,2,0,0,0,0,0,0,0,0,0,0
22280,2,2,0,0,0,0,0,0,0,0,0,0
22281,2,2,0,0,0,0,0,0,0,0,0,0
22282,2,2,0,0,0,0,0,0,0,0,0,0
22283,2,2,0,0,0,0,0,0,0,0,0,0
22284,2,2,0,0,0,0,0,0,0,0,0,0
22285,2,2,0,0,0,0,0,0,0,0,0,0
22286,2,2,0,0,0,0,0,0,0,0,0,0
22287,2,2,0,0,0,0,0,0,0,0,0,0
22288,2,2,0,0,0,0,0,0,0,0,0,0
22289,2,2,0,0,0,0,0,0,0,0,0,0
22290,2,2,0,0,0,0,0,0,0,0,0,0
22291,2,2,0,0,0,0,0,0,0,0,0,0
22292,2,2,0,0,0,0,0,0,0,0,0,0
22293,2,2,0,0,0,0,0,0,0,0,0,0
22294,1,3,0,0,0,0,0,0,0,0,0,0
22295,2,2,0,0,0,0,0,0,0,0,0,0
22296,2,2,0,0,0,0,0,0,0,0,0,0
22297,2,2,0,0,0,0,0,0,0,0,0,0
22298,2,2,0,0,0,0,0,0,0,0,0,0
22299,2,2,0,0,0,0,0,0,0,0,0,0
22300,2,2,0,0,0,0,0,0,0,0,0,0
22301,2,2,0,0,0,0,0,0,0,0,0,0
22302,2,2,0,0,0,0,0,0,0,0,0,0
22303,2,2,0,0,0,0,0,0,0,0,0,0
22304,2,2,0,0,0,0,0,0,0,0,0,0
22305,2,2,0,0,0,0,0,0,0,0,0,0
22306,2,2,0,0,0,0,0,0,0,0,0,0
22307,2,2,0,0,0,0,0,0,0,0,0,0
22308,2,2,0,0,0,0,0,0,0,0,0,0
22309,2,2,0,0,0,0,0,0,0,0,0,0
22310,2,2,0,0,0,0,0,0,0,0,0,0
22311,2,2,0,0,0,0,0,0,0,0,0,0
22312,2,2,0,0,0,0,0,0,0,0,0,0
22313,2,2,0,0,0,0,0,0,0,0,0,0
22314,2,2,0,0,0,0,0,0,0,0,0,0
22315,2,2,0,0,0,0,0,0,0,0,0,0
22316,2,2,0,0,0,0,0,0,0,0,0,0
22317,2,2,0,0,0,0,0,0,0,0,0,0
22318,1,3,0,0,0,0,0,0,0,0,0,0
22319,1,3,0,0,0,0,0,0,0,0,0,0
22320,1,3,0,0,0,0,0,0,0,0,0,0
22321,2,2,0,0,0,0,0,0,0,0,0,0
22322,2,2,0,0,0,0,0,0,0,0,0,0
22323,2,2,0,0,0,0,0,0,0,0,0,0
22324,2,2,0,0,0,0,0,0,0,0,0,0
22325,2,2,0,0,0,0,0,0,0,0,0,0
22326,2,2,0,0,0,0,0,0,0,0,0,0
22327,2,2,0,0,0,0,0,0,0,0,0,0
22328,2,2,0,0,0,0,0,0,0,0,0,0
22329,2,2,0,0,0,0,0,0,0,0,0,0
22330,2,2,0,0,0,0,0,0,0,0,0,0
22331,2,2,0,0,0,0,0,0,0,0,0,0
22332,2,2,0,0,0,0,0,0,0,0,0,0
22333,2,2,0,0,0,0,0,0,0,0,0,0
22334,2,2,0,0,0,0,0,0,0,0,0,0
22335,2,2,0,0,0,0,0,0,0,0,0,0
22336,2,2,0,0,0,0,0,0,0,0,0,0
22337,2,2,0,0,0,0,0,0,0,0,0,0
22338,2,2,0,0,0,0,0,0,0,0,0,0
22339,2,2,0,0,0,0,0,0,0,0,0,0
22340,2,2,0,0,0,0,0,0,0,0,0,0
22341,1,3,0,0,0,0,0,0,0,0,0,0
22342,1,3,0,0,0,0,0,0,0,0,0,0
22343,1,3,0,0,0,0,0,0,0,0,0,0
22344,2,2,0,0,0,0,0,0,0,0,0,0
22345,2,2,0,0,0,0,0,0,0,0,0,0
22346,2,2,0,0,0,0,0,0,0,0,0,0
22347,2,2,0,0,0,0,0,0,0,0,0,0
22348,2,2,0,0,0,0,0,0,0,0,0,0
22349,2,2,0,0,0,0,0,0,0,0,0,0
22350,2,2,0,0,0,0,0,0,0,0,0,0
22351,2,2,0,0,0,0,0,0,0,0,0,0
22352,2,2,0,0,0,0,0,0,0,0,0,0
22353,2,2,0,0,0,0,0,0,0,0,0,0
22354,2,2,0,0,0,0,0,0,0,0,0,0
22355,2,2,0,0,0,0,0,0,0,0,0,0
22356,2,2,0,0,0,0,0,0,0,0,0,0
22357,2,2,0,0,0,0,0,0,0,0,0,0
22358,2,2,0,0,0,0,0,0,0,0,0,0
22359,2,2,0,0,0,0,0,0,0,0,0,0
22360,2,2,0,0,0,0,0,0,0,0,0,0
22361,2,2,0,0,0,0,0,0,0,0,0,0
22362,2,2,0,0,0,0,0,0,0,0,0,0
22363,2,2,0,0,0,0,0,0,0,0,0,0
22364,1,3,0,0,0,0,0,0,0,0,0,0
22365,2,2,0,0,0,0,0,0,0,0,0,0
22366,2,2,0,0,0,0,0,0,0,0,0,0
22367,2,2,0,0,0,0,0,0,0,0,0,0
22368,2,2,0,0,0,0,0,0,0,0,0,0
22369,2,2,0,0,0,0,0,0,0,0,0,0
22370,2,2,0,0,0,0,0,0,0,0,0,0
22371,2,2,0,0,0,0,0,0,0,0,0,0
22372,2,2,0,0,0,0,0,0,0,0,0,0
22373,2,2,0,0,0,0,0,0,0,0,0,0
22374,2,2,0,0,0,0,0,0,0,0,0,0
22375,2,2,0,0,0,0,0,0,0,0,0,0
22376,0,4,0,0,0,0,0,0,0,0,0,0
22377,0,4,0,0,0,0,0,0,0,0,0,0
22378,0,4,0,0,0,0,0,0,0,0,0,0
22379,0,4,0,0,0,0,0,0,0,0,0,0
22380,0,4,0,0,0,0,0,0,0,0,0,0
22381,0,4,0,0,0,0,0,0,0,0,0,0
22382,1,3,0,0,0,0,0,0,0,0,0,0
22383,0,4,0,0,0,0,0,0,0,0,0,0
22384,0,4,0,0,0,0,0,0,0,0,0,0
22385,0,4,0,0,0,0,0,0,0,0,0,0
22386,1,3,0,0,0,0,0,0,0,0,0,0
22387,1,3,0,0,0,0,0,0,0,0,0,0
22388,0,4,0,0,0,0,0,0,0,0,0,0
22389,0,4,0,0,0,0,0,0,0,0,0,0
22390,0,4,0,0,0,0,0,0,0,0,0,0
22391,0,4,0,0,0,0,0,0,0,0,0,0
22392,0,4,0,0,0,0,0,0,0,0,0,0
22393,0,4,0,0,0,0,0,0,0,0,0,0
22394,1,3,0,0,0,0,0,0,0,0,0,0
22395,0,4,0,0,0,0,0,0,0,0,0,0
22396,0,4,0,0,0,0,0,0,0,0,0,0
22397,0,4,0,0,0,0,0,0,0,0,0,0
22398,0,4,0,0,0,0,0,0,0,0,0,0
22399,0,4,0,0,0,0,0,0,0,0,0,0
22400,0,4,0,0,0,0,0,0,0,0,0,0
22401,0,4,0,0,0,0,0,0,0,0,0,0
22402,1,3,0,0,0,0,0,0,0,0,0,0
22403,0,4,0,0,0,0,0,0,0,0,0,0
22404,0,4,0,0,0,0,0,0,0,0,0,0
22405,0,4,0,0,0,0,0,0,0,0,0,0
22406,0,4,0,0,0,0,0,0,0,0,0,0
22407,0,4,0,0,0,0,0,0,0,0,0,0
22408,0,4,0,0,0,0,0,0,0,0,0,0
22409,1,3,0,0,0,0,0,0,0,0,0,0
22410,1,3,0,0,0,0,0,0,0,0,0,0
22411,1,3,0,0,0,0,0,0,0,0,0,0
22412,1,3,0,0,0,0,0,0,0,0,0,0
22413,0,4,0,0,0,0,0,0,0,0,0,0
22414,1,3,0,0,0,0,0,0,0,0,0,0
22415,1,3,0,0,0,0,0,0,0,0,0,0
22416,0,4,0,0,0,0,0,0,0,0,0,0
22417,0,4,0,0,0,0,0,0,0,0,0,0
22418,0,4,0,0,0,0,0,0,0,0,0,0
22419,0,4,0,0,0,0,0,0,0,0,0,0
22420,0,4,0,0,0,0,0,0,0,0,0,0
22421,0,4,0,0,0,0,0,0,0,0,0,0
22422,0,4,0,0,0,0,0,0,0,0,0,0
22423,1,3,0,0,0,0,0,0,0,0,0,0
22424,1,3,0,0,0,0,0,0,0,0,0,0
22425,0,4,0,0,0,0,0,0,0,0,0,0
22426,0,4,0,0,0,0,0,0,0,0,0,0
22427,0,4,0,0,0,0,0,0,0,0,0,0
22428,1,3,0,0,0,0,0,0,0,0,0,0
22429,0,4,0,0,0,0,0,0,0,0,0,0
22430,0,4,0,0,0,0,0,0,0,0,0,0
22431,0,4,0,0,0,0,0,0,0,0,0,0
22432,0,4,0,0,0,0,0,0,0,0,0,0
22433,0,4,0,0,0,0,0,0,0,0,0,0
22434,0,4,0,0,0,0,0,0,0,0,0,0
22435,1,3,0,0,0,0,0,0,0,0,0,0
22436,0,4,0,0,0,0,0,0,0,0,0,0
22437,0,4,0,0,0,0,0,0,0,0,0,0
22438,0,4,0,0,0,0,0,0,0,0,0,0
22439,0,4,0,0,0,0,0,0,0,0,0,0
22440,0,4,0,0,0,0,0,0,0,0,0,0
22441,1,3,0,0,0,0,0,0,0,0,0,0
22442,0,4,0,0,0,0,0,0,0,0,0,0
22443,0,4,0,0,0,0,0,0,0,0,0,0
22444,0,4,0,0,0,0,0,0,0,0,0,0
22445,0,4,0,0,0,0,0,0,0,0,0,0
22446,1,3,0,0,0,0,0,0,0,0,0,0
22447,1,3,0,0,0,0,0,0,0,0,0,0
22448,1,3,0,0,0,0,0,0,0,0,0,0
22449,1,3,0,0,0,0,0,0,0,0,0,0
22450,0,4,0,0,0,0,0,0,0,0,0,0
22451,1,3,0,0,0,0,0,0,0,0,0,0
22452,1,3,0,0,0,0,0,0,0,0,0,0
22453,0,4,0,0,0,0,0,0,0,0,0,0
22454,0,4,0,0,0,0,0,0,0,0,0,0
22455,1,3,0,0,0,0,0,0,0,0,0,0
22456,0,4,0,0,0,0,0,0,0,0,0,0
22457,0,4,0,0,0,0,0,0,0,0,0,0
22458,1,3,0,0,0,0,0,0,0,0,0,0
22459,1,3,0,0,0,0,0,0,0,0,0,0
22460,1,3,0,0,0,0,0,0,0,0,0,0
22461,1,3,0,0,0,0,0,0,0,0,0,0
22462,0,4,0,0,0,0,0,0,0,0,0,0
22463,1,3,0,0,0,0,0,0,0,0,0,0
22464,1,3,0,0,0,0,0,0,0,0,0,0
22465,1,3,0,0,0,0,0,0,0,0,0,0
22466,1,3,0,0,0,0,0,0,0,0,0,0
22467,1,3,0,0,0,0,0,0,0,0,0,0
22468,1,3,0,0,0,0,0,0,0,0,0,0
22469,1,3,0,0,0,0,0,0,0,0,0,0
22470,1,3,0,0,0,0,0,0,0,0,0,0
22471,1,3,0,0,0,0,0,0,0,0,0,0
22472,2,2,0,0,0,0,0,0,0,0,0,0
22473,2,2,0,0,0,0,0,0,0,0,0,0
22474,1,3,0,0,0,0,0,0,0,0,0,0
22475,1,3,0,0,0,0,0,0,0,0,0,0
22476,1,3,0,0,0,0,0,0,0,0,0,0
22477,1,3,0,0,0,0,0,0,0,0,0,0
22478,1,3,0,0,0,0,0,0,0,0,0,0
22479,1,3,0,0,0,0,0,0,0,0,0,0
22480,1,3,0,0,0,0,0,0,0,0,0,0
22481,1,3,0,0,0,0,0,0,0,0,0,0
22482,1,3,0,0,0,0,0,0,0,0,0,0
22483,1,3,0,0,0,0,0,0,0,0,0,0
22484,1,3,0,0,0,0,0,0,0,0,0,0
22485,1,3,0,0,0,0,0,0,0,0,0,0
22486,1,3,0,0,0,0,0,0,0,0,0,0
22487,1,3,0,0,0,0,0,0,0,0,0,0
22488,1,3,0,0,0,0,0,0,0,0,0,0
22489,1,3,0,0,0,0,0,0,0,0,0,0
22490,1,3,0,0,0,0,0,0,0,0,0,0
22491,1,3,0,0,0,0,0,0,0,0,0,0
22492,1,3,0,0,0,0,0,0,0,0,0,0
22493,2,2,0,0,0,0,0,0,0,0,0,0
22494,1,3,0,0,0,0,0,0,0,0,0,0
22495,2,2,0,0,0,0,0,0,0,0,0,0
22496,2,2,0,0,0,0,0,0,0,0,0,0
22497,1,3,0,0,0,0,0,0,0,0,0,0
22498,2,2,0,0,0,0,0,0,0,0,0,0
22499,1,3,0,0,0,0,0,0,0,0,0,0
22500,2,2,0,0,0,0,0,0,0,0,0,0
22501,1,3,0,0,0,0,0,0,0,0,0,0
22502,1,3,0,0,0,0,0,0,0,0,0,0
22503,2,2,0,0,0,0,0,0,0,0,0,0
22504,1,3,0,0,0,0,0,0,0,0,0,0
22505,1,3,0,0,0,0,0,0,0,0,0,0
22506,1,3,0,0,0,0,0,0,0,0,0,0
22507,1,3,0,0,0,0,0,0,0,0,0,0
22508,1,3,0,0,0,0,0,0,0,0,0,0
22509,1,3,0,0,0,0,0,0,0,0,0,0
22510,1,3,0,0,0,0,0,0,0,0,0,0
22511,1,3,0,0,0,0,0,0,0,0,0,0
22512,1,3,0,0,0,0,0,0,0,0,0,0
22513,1,3,0,0,0,0,0,0,0,0,0,0
22514,2,2,0,0,0,0,0,0,0,0,0,0
22515,1,3,0,0,0,0,0,0,0,0,0,0
22516,2,2,0,0,0,0,0,0,0,0,0,0
22517,1,3,0,0,0,0,0,0,0,0,0,0
22518,1,3,0,0,0,0,0,0,0,0,0,0
22519,1,3,0,0,0,0,0,0,0,0,0,0
22520,1,3,0,0,0,0,0,0,0,0,0,0
22521,1,3,0,0,0,0,0,0,0,0,0,0
22522,1,3,0,0,0,0,0,0,0,0,0,0
22523,2,2,0,0,0,0,0,0,0,0,0,0
22524,1,3,0,0,0,0,0,0,0,0,0,0
22525,2,2,0,0,0,0,0,0,0,0,0,0
22526,2,2,0,0,0,0,0,0,0,0,0,0
22527,1,3,0,0,0,0,0,0,0,0,0,0
22528,2,2,0,0,0,0,0,0,0,0,0,0
22529,1,3,0,0,0,0,0,0,0,0,0,0
22530,2,2,0,0,0,0,0,0,0,0,0,0
22531,1,3,0,0,0,0,0,0,0,0,0,0
22532,2,2,0,0,0,0,0,0,0,0,0,0
22533,1,3,0,0,0,0,0,0,0,0,0,0
22534,1,3,0,0,0,0,0,0,0,0,0,0
22535,1,3,0,0,0,0,0,0,0,0,0,0
22536,1,3,0,0,0,0,0,0,0,0,0,0
22537,1,3,0,0,0,0,0,0,0,0,0,0
22538,1,3,0,0,0,0,0,0,0,0,0,0
22539,1,3,0,0,0,0,0,0,0,0,0,0
22540,2,2,0,0,0,0,0,0,0,0,0,0
22541,1,3,0,0,0,0,0,0,0,0,0,0
22542,1,3,0,0,0,0,0,0,0,0,0,0
22543,1,3,0,0,0,0,0,0,0,0,0,0
22544,1,3,0,0,0,0,0,0,0,0,0,0
22545,1,3,0,0,0,0,0,0,0,0,0,0
22546,1,3,0,0,0,0,0,0,0,0,0,0
22547,1,3,0,0,0,0,0,0,0,0,0,0
22548,1,3,0,0,0,0,0,0,0,0,0,0
22549,2,2,0,0,0,0,0,0,0,0,0,0
22550,1,3,0,0,0,0,0,0,0,0,0,0
22551,1,2,1,0,0,0,0,0,0,0,0,0
22552,2,2,0,0,0,0,0,0,0,0,0,0
22553,1,3,0,0,0,0,0,0,0,0,0,0
22554,2,2,0,0,0,0,0,0,0,0,0,0
22555,1,3,0,0,0,0,0,0,0,0,0,0
22556,1,2,1,0,0,0,0,0,0,0,0,0
22557,1,3,0,0,0,0,0,0,0,0,0,0
22558,2,2,0,0,0,0,0,0,0,0,0,0
22559,1,3,0,0,0,0,0,0,0,0,0,0
22560,1,3,0,0,0,0,0,0,0,0,0,0
22561,1,3,0,0,0,0,0,0,0,0,0,0
22562,1,3,0,0,0,0,0,0,0,0,0,0
22563,1,3,0,0,0,0,0,0,0,0,0,0
22564,2,2,0,0,0,0,0,0,0,0,0,0
22565,1,3,0,0,0,0,0,0,0,0,0,0
22566,1,3,0,0,0,0,0,0,0,0,0,0
22567,1,3,0,0,0,0,0,0,0,0,0,0
22568,1,3,0,0,0,0,0,0,0,0,0,0
22569,1,3,0,0,0,0,0,0,0,0,0,0
22570,2,2,0,0,0,0,0,0,0,0,0,0
22571,2,2,0,0,0,0,0,0,0,0,0,0
22572,2,2,0,0,0,0,0,0,0,0,0,0
22573,2,2,0,0,0,0,0,0,0,0,0,0
22574,2,2,0,0,0,0,0,0,0,0,0,0
22575,2,2,0,0,0,0,0,0,0,0,0,0
22576,2,2,0,0,0,0,0,0,0,0,0,0
22577,2,2,0,0,0,0,0,0,0,0,0,0
22578,2,2,0,0,0,0,0,0,0,0,0,0
22579,1,3,0,0,0,0,0,0,0,0,0,0
22580,2,2,0,0,0,0,0,0,0,0,0,0
22581,2,2,0,0,0,0,0,0,0,0,0,0
22582,2,2,0,0,0,0,0,0,0,0,0,0
22583,1,3,0,0,0,0,0,0,0,0,0,0
22584,1,3,0,0,0,0,0,0,0,0,0,0
22585,1,3,0,0,0,0,0,0,0,0,0,0
22586,1,3,0,0,0,0,0,0,0,0,0,0
22587,2,2,0,0,0,0,0,0,0,0,0,0
22588,2,2,0,0,0,0,0,0,0,0,0,0
22589,2,2,0,0,0,0,0,0,0,0,0,0
22590,2,2,0,0,0,0,0,0,0,0,0,0
22591,2,2,0,0,0,0,0,0,0,0,0,0
22592,1,3,0,0,0,0,0,0,0,0,0,0
22593,2,2,0,0,0,0,0,0,0,0,0,0
22594,2,2,0,0,0,0,0,0,0,0,0,0
22595,2,2,0,0,0,0,0,0,0,0,0,0
22596,2,2,0,0,0,0,0,0,0,0,0,0
22597,2,2,0,0,0,0,0,0,0,0,0,0
22598,2,1,1,0,0,0,0,0,0,0,0,0
22599,2,2,0,0,0,0,0,0,0,0,0,0
22600,2,2,0,0,0,0,0,0,0,0,0,0
22601,2,2,0,0,0,0,0,0,0,0,0,0
22602,2,2,0,0,0,0,0,0,0,0,0,0
22603,2,2,0,0,0,0,0,0,0,0,0,0
22604,2,2,0,0,0,0,0,0,0,0,0,0
22605,2,2,0,0,0,0,0,0,0,0,0,0
22606,2,1,1,0,0,0,0,0,0,0,0,0
22607,2,2,0,0,0,0,0,0,0,0,0,0
22608,2,2,0,0,0,0,0,0,0,0,0,0
22609,2,2,0,0,0,0,0,0,0,0,0,0
22610,2,2,0,0,0,0,0,0,0,0,0,0
22611,2,2,0,0,0,0,0,0,0,0,0,0
22612,2,2,0,0,0,0,0,0,0,0,0,0
22613,2,2,0,0,0,0,0,0,0,0,0,0
22614,2,2,0,0,0,0,0,0,0,0,0,0
22615,2,2,0,0,0,0,0,0,0,0,0,0
22616,2,2,0,0,0,0,0,0,0,0,0,0
22617,2,2,0,0,0,0,0,0,0,0,0,0
22618,2,2,0,0,0,0,0,0,0,0,0,0
22619,2,2,0,0,0,0,0,0,0,0,0,0
22620,2,2,0,0,0,0,0,0,0,0,0,0
22621,2,2,0,0,0,0,0,0,0,0,0,0
22622,2,2,0,0,0,0,0,0,0,0,0,0
22623,2,2,0,0,0,0,0,0,0,0,0,0
22624,2,2,0,0,0,0,0,0,0,0,0,0
22625,2,2,0,0,0,0,0,0,0,0,0,0
22626,2,2,0,0,0,0,0,0,0,0,0,0
22627,1,3,0,0,0,0,0,0,0,0,0,0
22628,2,2,0,0,0,0,0,0,0,0,0,0
22629,1,3,0,0,0,0,0,0,0,0,0,0
22630,2,2,0,0,0,0,0,0,0,0,0,0
22631,2,2,0,0,0,0,0,0,0,0,0,0
22632,2,2,0,0,0,0,0,0,0,0,0,0
22633,2,2,0,0,0,0,0,0,0,0,0,0
22634,2,2,0,0,0,0,0,0,0,0,0,0
22635,2,2,0,0,0,0,0,0,0,0,0,0
22636,2,2,0,0,0,0,0,0,0,0,0,0
22637,2,2,0,0,0,0,0,0,0,0,0,0
22638,2,2,0,0,0,0,0,0,0,0,0,0
22639,2,2,0,0,0,0,0,0,0,0,0,0
22640,2,2,0,0,0,0,0,0,0,0,0,0
22641,2,2,0,0,0,0,0,0,0,0,0,0
22642,2,2,0,0,0,0,0,0,0,0,0,0
22643,2,2,0,0,0,0,0,0,0,0,0,0
22644,2,2,0,0,0,0,0,0,0,0,0,0
22645,2,2,0,0,0,0,0,0,0,0,0,0
22646,2,2,0,0,0,0,0,0,0,0,0,0
22647,2,2,0,0,0,0,0,0,0,0,0,0
22648,2,2,0,0,0,0,0,0,0,0,0,0
22649,2,2,0,0,0,0,0,0,0,0,0,0
22650,2,2,0,0,0,0,0,0,0,0,0,0
22651,2,2,0,0,0,0,0,0,0,0,0,0
22652,1,3,0,0,0,0,0,0,0,0,0,0
22653,2,2,0,0,0,0,0,0,0,0,0,0
22654,1,3,0,0,0,0,0,0,0,0,0,0
22655,2,2,0,0,0,0,0,0,0,0,0,0
22656,2,2,0,0,0,0,0,0,0,0,0,0
22657,2,2,0,0,0,0,0,0,0,0,0,0
22658,2,2,0,0,0,0,0,0,0,0,0,0
22659,2,2,0,0,0,0,0,0,0,0,0,0
22660,2,2,0,0,0,0,0,0,0,0,0,0
22661,2,2,0,0,0,0,0,0,0,0,0,0
22662,2,2,0,0,0,0,0,0,0,0,0,0
22663,2,2,0,0,0,0,0,0,0,0,0,0
22664,2,2,0,0,0,0,0,0,0,0,0,0
22665,2,2,0,0,0,0,0,0,0,0,0,0
22666,2,2,0,0,0,0,0,0,0,0,0,0
22667,2,2,0,0,0,0,0,0,0,0,0,0
22668,2,2,0,0,0,0,0,0,0,0,0,0
22669,2,2,0,0,0,0,0,0,0,0,0,0
22670,2,2,0,0,0,0,0,0,0,0,0,0
22671,2,2,0,0,0,0,0,0,0,0,0,0
22672,2,2,0,0,0,0,0,0,0,0,0,0
22673,2,2,0,0,0,0,0,0,0,0,0,0
22674,2,2,0,0,0,0,0,0,0,0,0,0
22675,2,2,0,0,0,0,0,0,0,0,0,0
22676,2,2,0,0,0,0,0,0,0,0,0,0
22677,2,2,0,0,0,0,0,0,0,0,0,0
22678,2,2,0,0,0,0,0,0,0,0,0,0
22679,2,2,0,0,0,0,0,0,0,0,0,0
22680,2,2,0,0,0,0,0,0,0,0,0,0
22681,2,2,0,0,0,0,0,0,0,0,0,0
22682,2,2,0,0,0,0,0,0,0,0,0,0
22683,2,2,0,0,0,0,0,0,0,0,0,0
22684,2,2,0,0,0,0,0,0,0,0,0,0
22685,1,3,0,0,0,0,0,0,0,0,0,0
22686,2,2,0,0,0,0,0,0,0,0,0,0
